,smiles,Anti_Aging_Prob,AIC_Prob1,CS_Prob1,DNS_Prob1,EA_Prob1,GI_Prob1,LP_Prob1,MD_Prob1,SCE_Prob1,TA_Prob1
484,CN(C(N=C(N)N)=NN)C(N)N,0.5476837460944532,0.19074649689047338,0.20132807310193562,0.0008020779202661867,0.008734585074968956,0.05555555555555555,0.7688705212668693,0.0026666615,0.438,0.968
485,CNCCN(C)C(=N)N=C(N)N,0.5469322564047013,0.07200854356984748,0.18897500440846243,0.0009927851672486198,0.005940959127437338,0.0,0.8018156612061983,0.0063383123,0.6604,0.92
486,C=NN(N)C(N)=NC(=N)N(C)C,0.5466552968261328,0.23025418939428074,0.140003875000148,0.0021237060344381207,0.004628936071236101,0.009259259259259259,0.867018090237952,0.008015868,0.4842,0.882
487,CN(C=O)C(N=C(N)N=O)=NO,0.5456691515580213,0.48583740839890943,0.10207463694141503,0.016234193338822155,0.00426304090598447,0.018518518518518517,0.6272784656060116,0.041343387,0.459,0.76
488,CN(C)C(=N)N=C(N=O)N(C)N,0.5448172346406217,0.01831257854138312,0.09330207433729101,0.004927067907216307,0.00444110384239936,0.0,0.9390803107480845,0.24558143,0.2808,0.928
489,CN(C)C(N=C(N)N=O)=NOO,0.5446403332476569,0.05276168990091314,0.1332364337903166,0.016697496464267752,0.004211398704608211,0.0,0.7849073202777052,0.0027891144,0.5698,0.914
490,CN(CN=N)C(=N)N=C(N)NO,0.5435058654914209,0.03096126149913483,0.16798903078254707,0.001764212440253673,0.004475352032211963,0.0,0.7979194688279021,0.2704137,0.5492,0.806
491,C=CN(CCO)C(=N)N=C(N)N,0.5405190825938877,0.03459414783650212,0.12737986122788958,0.0007099865506066464,0.0030610434598238407,0.0,0.72419614566896,0.001244064,0.528,0.904
492,CN(CN)C(=N)N=C(NN)NO,0.5401236011469549,0.08505435052600206,0.18980255906848117,0.007949457496690635,0.00884601530442352,0.0,0.7756320030866835,0.11899929,0.435,0.888
493,CN(C(=N)N=C(N)NN)C(O)O,0.5381931680350117,0.008856633202277435,0.1486930221973454,0.0037698585224489344,0.0035277952076027378,0.0,0.796611174247163,0.0025448205,0.5172,0.962
494,C=NC(N=NC)=NC(=N)N(C)C,0.5367792902097893,0.004804872205035574,0.114917263838824,0.004777232979474056,0.017276136390622785,0.0,0.8646918407660587,0.044614308,0.2732,0.888
495,CN(C=N)C(=N)N=C(N)NOO,0.5359371142068685,0.0035063401744305396,0.1028645993761068,0.011428799239053976,0.003183770491229377,0.0,0.9358176900691931,0.0050907345,0.568,0.822
496,CN(C)C(N=C(N)N)=NC=C=N,0.5359214875482123,0.037861619015329875,0.10232802950366778,0.0010180449071190032,0.0020413492241114373,0.0,0.9029101491976912,0.004922576,0.5578,0.804
497,CN(C=C=O)C(=N)N=C(N)NN,0.5349358319822561,0.031705812417110894,0.09298573028924421,0.04472489589940321,0.008111907826151692,0.009259259259259259,0.871152815381438,0.002796163,0.4508,0.92
498,C=NC(N)=NC(=N)N(C)C(C)=N,0.5338517535325243,0.01855021528310558,0.12475862124976529,0.01139945442281423,0.0217582359440127,0.0,0.5764731379851493,0.03754552,0.3572,0.856
499,C=NC(N)=NC(=N)N(C=O)CO,0.5327638517696779,0.05472030229139505,0.19321861497291412,0.0015465808655092282,0.0069246607045378855,0.0,0.7268618262698059,0.016940074,0.4854,0.836
500,CCN(C=CO)C(=N)N=C(N)N,0.5321059405119308,0.030317787181786494,0.09568935920439668,9.031630426534299e-05,0.0028979006826058583,0.0,0.8705713524346158,0.0022158637,0.3962,0.892
501,CNC(=O)N(C)C(=N)N=C(N)N,0.531311646187566,0.06871867765803547,0.11612948859961611,0.0004619787035177806,0.001956656787044944,0.0,0.6767131255560305,0.0068340744,0.5984,0.816
502,CC(=C=O)N(C)C(=N)N=C(N)N,0.5307757277341929,0.02457441711340635,0.13069487303567523,0.0003225964348852929,0.004539245116190188,0.0,0.8777606272687701,0.004059883,0.545,0.93
503,CCNC(N=O)=NC(=N)N(C)C,0.5286073261747283,0.008349082937521716,0.0800116238197768,0.00039700246286294646,0.03367270854881778,0.0,0.919532912266011,0.0047022314,0.4364,0.918
504,N=CN(C=C=O)C(=N)N=C(N)N,0.5236833138346226,0.09019388781244315,0.3949058417486505,0.0007829868606798254,0.008282709518587792,0.0,0.4520535776245583,0.002493407,0.521,0.8
505,CN(C)C(N=C(N)N=N)=NC=N,0.5229726055379676,0.06775175732201699,0.0960579816512145,0.0019942192599806227,0.0023934814737763244,0.0,0.9056749189620742,0.025681287,0.4428,0.92
506,CN(C=N)C(N=C(N)N=O)=NO,0.5226167967471465,0.2888643203935716,0.08056881618367648,0.06017089178139565,0.004416122633234641,0.0,0.7457328336303923,0.8438281,0.4056,0.716
507,C=CN(C=C=O)C(=N)N=C(N)N,0.5221754467131619,0.2705823371224075,0.19873721271344344,0.0005474916879494092,0.006561950599009033,0.0,0.5808725706565495,0.0016558747,0.476,0.772
508,CN=C(N=C(N)N=NN)N(C)C,0.5215043661790123,0.031515686857435575,0.1984920266246666,0.001198966271784066,0.00543059863409957,0.0,0.7976830783232033,0.02459673,0.6356,0.838
509,CN(C=N)C(=N)N=C(N)N=C=O,0.5206346600742559,0.04046562477467517,0.08128940656018702,0.001829938762398236,0.01747295656735208,0.0,0.7747240534876643,0.24631381,0.3114,0.872
510,CCN(C)C(N=C(N)N=N)=NC,0.5203403286307023,0.02011349124036525,0.06819305354860689,0.0027551195059720736,0.0034106826506907348,0.0,0.9259600601162844,0.04393946,0.4336,0.93
511,CN(CCNO)C(=N)N=C(N)N,0.5199558627682087,0.027813829168504355,0.17752864571713106,0.00068006968548517,0.004519789347781085,0.030864197530864196,0.8866575244436877,0.0059597604,0.6262,0.852
512,CN=C(N=C(N=N)NN)N(C)C,0.5187445721167687,0.029420914630234975,0.08598930130410323,0.02407413150953018,0.0018533242764626752,0.0,0.882719068155567,0.019370127,0.409,0.904
513,C=NC(N=N)=NC(=NO)N(C)C,0.5185961705636081,0.03967697020645234,0.15308078703651481,0.0012382437893529738,0.01376427261724142,0.0,0.9563944442677501,0.020182583,0.42,0.844
514,CN(C)C(=N)N=C(N=C=O)NO,0.5168294161161232,0.023429310676171263,0.11347133755662023,0.0021274751337631336,0.004939641406274581,0.0,0.5153334731733961,0.21549371,0.2822,0.856
515,CN=C(N=C(N)N)N(C)C(C)=O,0.5166860614567165,0.04505525202426507,0.12357183654432126,0.0006143085457260584,0.0028880981156045532,0.0,0.6991529489283503,0.010416229,0.494,0.902
516,C=C(N)N(C)C(N=C(N)N)=NN,0.5162115912493439,0.17296880790535274,0.21303296475697953,0.0010743887633802183,0.031713039178523625,0.009259259259259259,0.7699812734337069,0.0024974167,0.497,0.908
517,C=C=NC(N)=NC(=N)N(C)C=N,0.5143100030943957,0.037346998386305875,0.103668578542579,0.0003195626224361557,0.011126589290487847,0.0,0.8478479679379202,0.029597748,0.3392,0.862
518,CN(CN)C(=N)N=C(N=O)NN,0.5139087101614989,0.17120301731769716,0.152723576935338,0.02371163648106064,0.002053722057345283,0.0,0.8814997014707643,0.022651205,0.4164,0.912
519,C=NC(N)=NC(=N)N(C)CNC,0.5138218604861859,0.018806933856286075,0.13231470287965158,0.0013562969803783515,0.008286769759037667,0.0,0.7909568383750596,0.041450743,0.3982,0.908
520,CN(C(=N)N=C(N)NN)C(N)=O,0.5117290015870126,0.018423519913961538,0.12405430130850566,0.0028808275255378657,0.0035680730983215455,0.0,0.9097594231277043,0.0095310975,0.415,0.884
521,C=CN(CC)C(=N)N=C(N)NO,0.5116388796587422,0.07734594246742764,0.08232760144796704,0.001208215799584088,0.014739090198805057,0.0,0.8352454232994414,0.019679159,0.3482,0.92
522,C=CN(CNC)C(=N)N=C(N)N,0.5112382701075541,0.3145895087949483,0.07245406644390577,0.00014820468347860713,0.002777297392489695,0.0,0.669391845021808,0.00484759,0.4488,0.92
523,C=CN(CC)C(=N)N=C(N)N=C,0.5099953232065633,0.1514425947966321,0.062000817274794624,0.0005235178329668781,0.007708118487989729,0.0,0.8395002343039214,0.11632486,0.1524,0.896
524,C=NC(N=N)=NC(=NC)N(C)C,0.5096545419374037,0.0041329050156643145,0.173918065574661,0.0002684224111106834,0.024431957610644303,0.0,0.9429154971130242,0.007623713,0.2812,0.94
525,C=NNC(N)=NC(=NO)N(C)C,0.5092235239427694,0.050574819714946595,0.06780957612876612,0.0014592488808431276,0.014610887519263052,0.0,0.7805320402652425,0.055065155,0.2914,0.986
526,CN(CC(N)=O)C(=N)N=C(N)N,0.5,0.05646449104119379,0.10822291630809064,0.0002991250917392143,0.0021686055489119637,0.0,0.8087256665118338,0.010275176,0.5528,0.868
527,CN(C)C(N=C(N=O)NN)=NO,0.5,0.07009104710641777,0.1050607107626802,0.007018908315117035,0.007139977380374972,0.0,0.5370709170602367,0.698449,0.4686,0.808
528,CN(CCN=N)C(=N)N=C(N)N,0.5,0.07902217396789003,0.19833581976126982,0.0011823581831808389,0.002186278903923716,0.009259259259259259,0.7974496558572184,0.0047818306,0.5914,0.788
529,CC=CN=C(N=C(N)N)N(C)C,0.5,0.04688696502471325,0.16381712291613548,0.0013015083624967664,0.0034892647049178985,0.0,0.8678000342151299,0.022516899,0.4884,0.894
530,C=C(C)N(CO)C(=N)N=C(N)N,0.5,0.02219541075815476,0.25094347118435395,0.0016153141777414497,0.004749855028382664,0.0,0.6488803136162427,0.0005840256,0.5486,0.822
531,CN(C=N)C(=N)N=C(N)N(N)O,0.49489620503140347,0.18261039206162544,0.12399366957335914,0.003684132654375626,0.002906546756392911,0.0,0.89321993971986,0.025873844,0.4994,0.75
532,C=CN=C(N=C(N)N)N(C)C=N,0.49422858204074277,0.2797856562556035,0.13839521860778753,0.0009618402642960362,0.007648176097253184,0.0,0.7550407016186883,0.021196373,0.454,0.824
533,C=NC(N)=NC(=N)N(C)C=NN,0.4939712847784093,0.08305820224851121,0.1456331427156139,0.001396546561395065,0.0046759929948307155,0.0,0.7727985056213983,0.024781441,0.4782,0.838
534,CN=C(N=C(N)N=O)N(C)C=O,0.4925390590787897,0.4829805186907434,0.12767336530420553,0.012204211713138064,0.00342033655161784,0.0,0.822606846129062,0.47047886,0.2826,0.826
535,CN=NCN(C)C(=N)N=C(N)N,0.4907222786115799,0.045964407005568274,0.2374183655628038,0.0009240983773301048,0.011057294606340454,0.0,0.7643327169356218,0.016689358,0.544,0.848
536,CN(C(=N)N=C(N)N)C(N)(O)O,0.49052350690675556,0.37007415299324586,0.1335640278357098,0.0007349419771132061,0.003092399112594085,0.0,0.7670797506779864,0.008489697,0.5806,0.882
537,CN(C)C(=N)N=C(N=CO)NO,0.48986597592246056,0.20010269848066883,0.0973508956650312,0.00285839271715189,0.00493066658979159,0.0,0.7992175471730857,0.94912714,0.3078,0.672
538,N=C(N=C(N)N)N(CO)CCN,0.48897791447910494,0.061746624430954446,0.23349900368240847,0.0010800682377591921,0.005059795104082279,0.0,0.4873420027224907,0.008204174,0.568,0.88
539,CN(C)C(=N)N=C(N)NN=C=N,0.4883402949250477,0.020637823879521892,0.11546952975544744,0.000996219848394222,0.0034463593606650876,0.0,0.9173618119153121,0.005709536,0.3648,0.916
540,C=NC(N=N)=NC(=N)N(C)CC,0.4872664733240679,0.0007831197861565324,0.1383971788812535,0.0004678936484283656,0.011503920721506406,0.0,0.9548090253256399,0.09365012,0.2478,0.742
541,CN(C(=N)N=N)C(=N)N=C(N)N,0.4855973768095626,0.04792839801388187,0.1981160185125372,0.0012488994099573826,0.0034925900445612608,0.0,0.8278471172038271,0.0071523795,0.5482,0.804
542,C=NC(=NC(=N)N(C)C)N(N)O,0.4851994584831429,0.05529724606764591,0.15406122306663764,0.0007928940652442113,0.016299352106413485,0.0,0.8825932105356652,0.005193301,0.4,0.922
543,C=CN(CN)C(=N)N=C(N)NN,0.4843815013454072,0.13331851706232484,0.16144036907887338,0.00031732694475728504,0.0032058924753835226,0.018518518518518517,0.7796121204852837,0.007135475,0.4088,0.89
544,CN(C)C(N=C(N)N=N)=NC=O,0.4838673712341201,0.2967985960234632,0.07636230935925047,0.003785910993573069,0.004930414756231581,0.0,0.9013037005010341,0.040551543,0.5654,0.904
545,CN=C(N=C(N=N)N=N)N(C)C,0.48344951858819935,0.0010684010714201132,0.11161640029165588,0.0009512371665152576,0.01203578856634388,0.0,0.9202577321064477,0.31007305,0.2002,0.88
546,CC(N)CN(C)C(=N)N=C(N)N,0.482280941091731,0.05038703222994439,0.20914855367812013,0.000713595967900857,0.0026629960214492785,0.0,0.7699149993500023,0.022325676,0.583,0.914
547,N=C(N=C(N)N)N(C=O)C(=O)O,0.4811237350584558,0.21878297949735642,0.2417121763244511,0.0006046196447199783,0.0036177882721904774,0.0,0.7802886328743198,0.0015608312,0.5298,0.76
548,CN(CO)C(N=C(N)N=O)=NO,0.4808427751091386,0.09575097852902326,0.08535734322356817,0.030500990019758097,0.004252565400761279,0.0,0.680253018499436,0.20967695,0.4656,0.876
549,CCN=C(N=C(N)N)N(C)C=O,0.4807840146646886,0.11608570209925101,0.11334322716221712,0.000752923635074918,0.0021995796316415625,0.0,0.8010302462790325,0.0015906745,0.5062,0.872
550,CN(C)CN(C)C(=N)N=C(N)N,0.47783314575762154,0.09877320788833391,0.11129414615049323,0.00022994592228782354,0.0029490176853497504,0.0,0.8360486594736071,0.002577543,0.5606,0.888
551,CN(C)C(=N)N=C(N)NN=CO,0.47739008715162784,0.2564203944583063,0.06094957270896993,0.0005558838047289267,0.0019934247170475695,0.0,0.7879690467034296,0.6686163,0.2634,0.88
552,CN=C(N=C(N)N)N(C)C(O)O,0.4744496359180105,0.024707242511730683,0.15585088741546826,0.00027958336016925843,0.0035162546487860144,0.0,0.7279932986001478,0.0025347231,0.5842,0.914
553,C=NC(=NC(=NN)N(C)C)NO,0.4736454588457885,0.12209140594895194,0.08301515161300578,0.005874178965330892,0.002455635847383483,0.0,0.7927218180569167,0.14504673,0.2672,0.898
554,CN(C=C=O)C(N=C(N)N)=NO,0.4730296865731174,0.11468420350154335,0.14061407213593002,0.0028281956612031295,0.003694505943893663,0.0,0.8116927049149402,0.011801086,0.5286,0.844
555,C=C(C)N(C)C(N=C(N)N)=NO,0.47185254500986884,0.06591993971776917,0.11297118780398115,0.0003231552609776619,0.01640368191213303,0.0,0.8528948459211756,0.025074951,0.3822,0.966
556,CN(C=NO)C(=N)N=C(N)NO,0.4679800588573349,0.22942071397201144,0.09411765077782505,0.006952880254142252,0.003996250981363523,0.0,0.8190045726604531,0.44771427,0.4578,0.832
557,CC(N)N(C)C(=N)N=C(N)NN,0.466964251813853,0.02835986644089178,0.15081213426729104,0.0024996427630308224,0.005098818130475582,0.004629629629629629,0.8604377151240434,0.014600116,0.4774,0.944
558,CN(C=O)C(N=C(N)N)=NCN,0.4667658668434498,0.1296383931390011,0.1805519309872572,0.0006526644308021897,0.0038958032830469728,0.009259259259259259,0.7766017102227373,0.00089587853,0.5374,0.756
559,CN(C(=N)N=C(N)N)C(O)=C=O,0.46183046772068875,0.05262494176313659,0.15813978555749217,0.0008453633898989985,0.003471829474585301,0.0,0.7768758725854226,0.0023466775,0.5836,0.842
560,CNC(N)=NC(=NN)N(C)CN,0.4618246954066482,0.021396239502626077,0.2227673504277915,0.005097667921107883,0.004162465465683632,0.0,0.7917018315136168,0.012348464,0.531,0.87
561,CN(C(=N)N)C(N=C(N)N)=NN,0.46062618087574797,0.12593062797320942,0.18938475464829105,0.0005911523898010342,0.004294688817059862,0.0,0.794836903445364,0.054794814,0.4382,0.918
562,CNCN(C)C(=N)N=C(N)N=N,0.45973884272559695,0.010840210548763595,0.13814445977448975,0.0003230758101417197,0.004959055724491268,0.0,0.9049952932515206,0.017778981,0.4858,0.882
563,C=C(N)N=C(N=C(N)N)N(C)C,0.45496239166798624,0.031513524388269945,0.16195365026266414,0.0002797634670520344,0.0036047253632666963,0.0,0.6863674776074233,0.0006875464,0.535,0.936
564,CNC(O)N(C)C(=N)N=C(N)N,0.45412753344592466,0.0380302669539197,0.19586336647374777,0.0005318984016454355,0.003902710728420016,0.046296296296296294,0.6290107874435821,0.0019484996,0.5476,0.896
565,N=CN(CN=N)C(=N)N=C(N)N,0.4540761120034926,0.16018749862907491,0.2661518928584822,0.0002834055921473755,0.007982102713965343,0.0,0.4588956117902932,0.002119255,0.5764,0.814
566,C=CN(C=N)C(=N)N=C(N)NO,0.4540110138627866,0.6103131369170117,0.0889272091833672,0.0003558736404611196,0.0016525726928251364,0.0,0.7900895257469637,0.29628578,0.3512,0.856
567,C=NNC(N)=NC(=NN)N(C)C,0.45143699774045537,0.09558690048895421,0.0894378189492669,0.001464015257543305,0.006906531021214489,0.0,0.8406051964147087,0.006636119,0.4076,0.836
568,CN(C)C(=N)N=C(N=O)NCN,0.4513083902447142,0.031235215260562308,0.17620809117738964,0.0017415737351897,0.003154681073299733,0.05246913580246913,0.7633881603882058,0.00520771,0.5486,0.788
569,CN(C=O)C(N=C(N)N)=NC=N,0.45130588106395636,0.10538331628827509,0.10685349904382828,0.0009375983095996302,0.0014771224699997687,0.0,0.8122482343945967,0.0033727153,0.5348,0.906
570,C=NC(N)=NC(=N)N(C)C(=N)N,0.44798273586354886,0.10602401630995513,0.17729537978185103,0.0011804824357769484,0.016244101060168385,0.0,0.6259910552027987,0.0033944112,0.5108,0.898
571,C=NC(N)=NC(=N)N(C=N)C=N,0.4479511954371416,0.08455217109367025,0.334219356105447,0.00019032870342389823,0.007035734393899658,0.0,0.6932034366289898,0.59278506,0.3784,0.842
572,N=CN(CN)C(=N)N=C(N)NN,0.4453633330726234,0.011108562246146605,0.1248090775631169,0.013579693489785489,0.003169594941701451,0.018518518518518517,0.8951972914186102,0.024342518,0.5078,0.89
573,CN=C(N=C(N)N)N(C=O)C=O,0.4415584050998753,0.021688294533539196,0.17636435681341964,0.000577345678165327,0.005992193380443084,0.009259259259259259,0.638748112374387,0.0053708437,0.4654,0.902
574,CN(C(=N)N)C(=N)N=C(N)NN,0.4392815913516194,0.024049034039034693,0.17140051325336622,0.0037783890433046,0.006795582625813832,0.009259259259259259,0.8609721379117808,0.0029958682,0.482,0.946
575,CNCN(C)C(=N)N=C(N)NC,0.43871519393058617,0.008804904606542324,0.08962985032940354,0.000632994862481949,0.005900140061691791,0.0,0.940012954480548,0.007720714,0.4572,0.898
576,CONC(N)=NC(=N)N(C)C=N,0.43607514321709695,0.008207058397942498,0.10629508296724731,0.0031598834081683572,0.0046911511645837695,0.0,0.9279735164390313,0.010552007,0.5718,0.778
577,CN(C(=N)N=C(N)N)C(O)ON,0.43469586639428126,0.17649073849534647,0.18180927957242493,0.00031209692769991015,0.003202499171709086,0.009259259259259259,0.7455385398599316,0.0015699818,0.5396,0.912
578,N=NCN(CO)C(=N)N=C(N)N,0.4337465485086588,0.07903248997777497,0.4179393740812429,0.000816611493435283,0.007437864268775132,0.009259259259259259,0.5272663633346838,0.011903733,0.5878,0.888
579,CN(C(=N)N=C(N)NN)C(N)O,0.43029950118015586,0.03048886264853261,0.1725411657069778,0.0026452574604150492,0.005636846333182365,0.009259259259259259,0.8738788892550521,0.003793306,0.5506,0.976
580,CC=C(C)N(C)C(=N)N=C(N)N,0.4293954230067581,0.08766654258814632,0.14699566823267116,0.0004984581543372151,0.004354205805724985,0.0,0.8761481575751758,0.0041667786,0.501,0.84
581,CN(C=N)C(N=C(N)NO)=NN,0.4268771536376683,0.08649079045804145,0.28301444205914306,0.02404912772039283,0.0070588703403658,0.0,0.697327453078794,0.07990939,0.4528,0.804
582,CNCN(CN)C(=N)N=C(N)N,0.42393895522862124,0.08505386996859125,0.19197852960910905,0.0003447445240957008,0.005754252107082555,0.0,0.7172658179773627,0.00321587,0.5548,0.914
583,CN(CN)C(N=C(N)N)=NN=N,0.42364527958662185,0.04878304104888641,0.29527283942072907,0.0017792992919979564,0.005973459803346284,0.004629629629629629,0.6888746095240548,0.013247781,0.6198,0.788
584,C=CN(CC)C(N=C(N)N)=NO,0.4232265040709919,0.19813049486015868,0.11486580235693086,0.0016672754055976303,0.006550182572930385,0.0,0.7733242360241238,0.0064387033,0.4192,0.974
585,CN=C(N=C(N=N)N=O)N(C)C,0.41964337088837583,0.003194188196274209,0.16302038022411905,0.0011652385294104572,0.0059905475164536166,0.0,0.9401972964275942,0.12747987,0.155,0.858
586,C=NC(N)=NC(=N)N(C=N)C=O,0.4192599401940006,0.023809308242880852,0.2058139643375129,0.0033254387961646806,0.0031401539925764656,0.0,0.7414414677858492,0.1346546,0.4812,0.9
587,CN(C(=N)N=C(N)N)C(=O)N=N,0.4189361743430585,0.051977968570926604,0.15480954108878084,0.0002266507617410831,0.005782506176801663,0.0,0.7184517569097528,0.00636443,0.4096,0.86
588,CNC(C)N(C)C(=N)N=C(N)N,0.41863018672412816,0.03145603308470308,0.1343474081700204,0.00023662734644669378,0.004275507827500782,0.0,0.8621213656511902,0.005950776,0.5074,0.942
589,CN(C=N)C(=N)N=C(N)NON,0.41828174611256197,0.017838798006725495,0.19731717203041205,0.0018581243467617045,0.0014605008198380327,0.0,0.9363613196186612,0.0022185715,0.4786,0.894
590,C=C(O)N=C(N=C(N)N)N(C)C,0.4180820407779297,0.01820854741334694,0.1272127311619381,0.0003832556144722821,0.004203859476664126,0.0,0.6107795486617305,0.00492337,0.5106,0.894
591,C=C=CN=C(N=C(N)N)N(C)C,0.41338915835141704,0.05042993354336688,0.13553803582731347,0.00033180519161368045,0.00543658222189796,0.0,0.9166307705738393,0.0031616495,0.5338,0.786
592,C=CN(CN=N)C(=N)N=C(N)N,0.41276041875445285,0.35882765140028106,0.09863961536595975,9.325301245242091e-05,0.0023579091779700034,0.0,0.6205758893747109,0.0058190795,0.4532,0.844
593,C=CN(C=N)C(=N)N=C(N)N=C,0.41206556530928706,0.12272536648885995,0.1369824074006808,0.0008699842931225548,0.0027043847575627202,0.0,0.8203576661905243,0.46120277,0.3318,0.944
594,CN(C)C(=N)N=C(N=N)N=CO,0.4100475061035049,0.04277551308057406,0.13121921194520647,0.00039632903990008563,0.005603430855831676,0.0,0.8181044868382346,0.58040416,0.269,0.718
595,CN=C(N=C(N)N)N(C)C(N)=O,0.4054711424766399,0.04210402808824155,0.14363621534831672,0.001170543878459805,0.0033849638231759904,0.009259259259259259,0.6919582341578746,0.022919796,0.4834,0.888
596,CN(C)C(=N)N=C(N=CN)NO,0.40096012145386567,0.34896473036209535,0.06853297238700329,0.00208830987685614,0.007517244600217265,0.018518518518518517,0.594477436416783,0.5534631,0.4082,0.872
597,COC(O)N(C)C(=N)N=C(N)N,0.4000572506567126,0.06241570339573603,0.17971971288602331,0.00040153367368974747,0.002738042211006326,0.0,0.7533899380702025,0.0017090865,0.598,0.898
598,CN(CN)C(=N)N=C(N)N(N)O,0.3955304490501489,0.2468964230243341,0.1658712989834877,0.0010131714617477186,0.006753980019408117,0.004629629629629629,0.8734064099088064,0.009350416,0.4526,0.904
599,C=C(CC)N(C)C(=N)N=C(N)N,0.3903033522142767,0.0588306345779312,0.1076797703734125,0.00030587627132919334,0.0021614644716901827,0.0,0.8491816279198525,0.0011777551,0.5378,0.916
600,CN(C=N)C(N=C(N)NO)=NO,0.3898550162850931,0.04502652687005243,0.14456803291091067,0.004185748722818037,0.0032030832331241418,0.0,0.7796116173722739,0.7808571,0.399,0.842
601,CNC(N=O)=NC(=NN)N(C)C,0.3890514534717765,0.008446592734084267,0.09993990950966611,0.002630214156688137,0.008843244130948374,0.0,0.8870467003844683,0.005532543,0.3124,0.9
602,C=NC(N)=NC(=N)N(C=N)CC,0.38865921910448037,0.11695864634005478,0.15874839135423852,0.0004575393267275656,0.008674039396146308,0.0,0.7531893593099448,0.8628549,0.2512,0.846
603,CC(=C=N)N(C)C(=N)N=C(N)N,0.38820336808806677,0.04624481096416203,0.12323082317718471,0.000894767851762927,0.011571260901402439,0.0,0.9054109366596771,0.029393861,0.2484,0.884
604,N=CN(C=O)C(=N)N=C(N)NO,0.38805028486134524,0.17033364323603203,0.19834158312428177,0.000731034280085086,0.00238480418236619,0.0,0.7396447450576293,0.013936275,0.6366,0.894
605,CN=C(N=C(N)N)N(C)CN=N,0.38721390064500427,0.012763265081166493,0.2475449035991161,0.0002985242480009052,0.00609866020109948,0.018518518518518517,0.7062585857319602,0.034325223,0.6232,0.846
606,CN(C=O)C(N=C(N)N)=NC=O,0.386551447240033,0.20859207710921898,0.17251904665426604,0.001697332949483717,0.0031729920254709794,0.0,0.6589897253357095,0.0047069737,0.6376,0.874
607,CCN(CCN)C(=N)N=C(N)N,0.38462068932623783,0.02958265883699618,0.1258594419593054,0.0001601422068157999,0.004293541367450688,0.0,0.7452187017198194,0.0107676,0.6452,0.934
608,C=NC(N)=NC(=N)N(C=N)CN,0.38447500778047405,0.04093461671682737,0.1898706712237605,0.002825130659807769,0.012297503617352736,0.018518518518518517,0.6757845934034394,0.028665414,0.6434,0.808
609,CN(CN=N)C(N=C(N)N)=NO,0.3812250854665481,0.02210062529190961,0.22046833425136667,0.007228150085963326,0.006655211486413468,0.009259259259259259,0.7766599921779442,0.021846728,0.543,0.878
610,CCN(CNC)C(=N)N=C(N)N,0.379057037162181,0.05030637604057485,0.11233244603105691,0.00014301035116834473,0.005517876158907333,0.0,0.7085678910144554,0.010327757,0.5336,0.924
611,CN=NC(N)=NC(=NC)N(C)C,0.37902725154245215,0.048878652797562136,0.15746138095799556,0.003744869505412214,0.0075682886193641375,0.0,0.9079112234312156,0.007491085,0.486,0.9
612,CN(C)C(N=C(N)N)=NC=CO,0.37581862329389554,0.06842020975751849,0.15890195129429038,0.0021529536577613376,0.005009321170356701,0.0,0.7745347431915285,0.008851178,0.5314,0.886
613,N=CN(CO)C(=N)N=C(N)NO,0.37393614774926187,0.17078285610719718,0.13962428678495772,0.001996197633034999,0.0071016071936573855,0.0,0.6535567173527451,0.3458786,0.5422,0.89
614,CN(C=N)C(=N)N=C(N)N=CO,0.37337795451574285,0.046792323702204236,0.09102804881131216,0.007613398887362507,0.007349816420620619,0.0,0.905388697567225,0.090543576,0.4424,0.714
615,CN(C(=N)N=C(N)N)C(C)(O)O,0.37194035321413993,0.040354217465587844,0.12003158341361649,0.0006537059198448888,0.003144400839938279,0.009259259259259259,0.70598077028991,0.039558947,0.4722,0.894
616,CN(C(=N)N=C(N)N)C(N)N=N,0.37182573169411287,0.1400086377016967,0.23443345795510792,0.00027232335353661783,0.0044108360497619355,0.009259259259259259,0.5943111260667313,0.016139148,0.527,0.94
617,CN=C(N=C(N)N=NO)N(C)C,0.3713990873354992,0.022966655023359775,0.16889984797227514,0.0017087155146391201,0.0050812602915853225,0.0,0.9114069611810577,0.0017806353,0.4224,0.932
618,CN(C(N=C(N)N)=NN)C(N)O,0.3689549723285742,0.10770555514305816,0.17398212682642164,0.0011599106720308417,0.0027272558925244277,0.0,0.6949533651497993,0.0025115758,0.4866,0.942
619,C=CN(CCC)C(=N)N=C(N)N,0.3684995241088366,0.14060403437982452,0.1283496648651563,0.00033896060594767395,0.004798624042347308,0.0,0.6865600612270802,0.0017895186,0.4696,0.874
620,N=C(O)N(C=O)C(=N)N=C(N)N,0.36813287032016084,0.2364155578292433,0.2062984145635655,0.0007545663808462353,0.002487203592112182,0.0,0.7755854868479699,0.000910455,0.526,0.788
621,CN(C(=N)N=C(N)N)C(O)(O)O,0.367897356338891,0.05384701903177738,0.19345131652137687,0.0004328107446438532,0.003340667732396173,0.009259259259259259,0.7773807570250364,0.009705483,0.5108,0.936
622,CN(C)C(=N)N=C(N=O)NC=O,0.36572298861171887,0.19437311115450612,0.14613351951782091,0.007239884715624726,0.005835962305325046,0.0,0.7116868642867709,0.63300973,0.4176,0.702
